,tweet,binaereKlassifikation,granulareKlassifikation
2597,"@Lanyihunter1 @MadameSchwarzi @Freesou29733893 @Futureworldxxl @frazionetoskana @Yuma_lein @ChantalOst @Raven_1272 @merdeux_ @Ferrox_ @CaptBLWillard @Galactica2019 @BlueSkys2nd @Freavonwegen @Frodilon @NordischbyNatur @Tdz771 Die Natur sorgt immer wieder für Staunen, sie bringt die merkwürdigsten Sachen hervor! |LBR| Wenn mir jetzt noch jemand abschließend erklärt, worum es sich bei diesem Lebewesen handelt, dann wäre ich sehr dankbar.",OFFENSE,ABUSE
2598,"@StephanBeer77 @Invictu53409591 Die werden wahrscheinlich nicht mehr wegwollen. |LBR| Wenn man sich's in der all inklusive Hängematte erst mal gemütlich gemacht hat, dann ist die Ernüchterung/Verärgerung erfahrungsgemäß groß. |LBR| Und wer schon bei fehlendem Schokopudding/Handynetz ausrastet...",OFFENSE,ABUSE
2599,"Ein kleines Wochenfazit |LBR| Hauseinstürze nach der \""""Schneekatastrophe\""blieben die Ausnahme. |LBR| Alle Wichtigtuer wollen den Brexit zum Ausnahmefall herunterspielen, dabei ist er der Anfang vom Ende der bisherigen EU. |LBR| Eine demokratisch gewählte Partei wird zum #Prüffall. |LBR| Läuft bei uns.",OTHER,OTHER
2600,@Katja44158378 @IssesHalt Dann bleib doch beim nächsten Mal einfach gut gelaunt liegen. |LBR| War dieser Tweet hilfreich? <U+0001F923>,OTHER,OTHER
2601,@williibald28 @JensHagen12 Diese Frage ist durchaus berechtigt. <U+261D><U+0001F3FB>,OTHER,OTHER
2602,@NordischbyNatur Du bist doch komplett bekloppt! |LBR| <U+0001F923> <U+0001F923> <U+0001F923> <U+0001F923> <U+0001F923> <U+0001F923> <U+0001F923> <U+0001F923> <U+0001F923> <U+0001F923>,OFFENSE,INSULT
2603,"Überlegungen zum Tag. |LBR| In der Glotze läuft der #Brexit hoch u. runter, Deal or no Deal Brexit. |LBR| Ich kann euch nur sagen, wenn in dreißig Jahren hier die Vereinigten Europäischen Emirate entstehen, werden Murat u. Aische über diese Pfadfinderscheiße herzhaft lachen. |LBR| Schönen Freitag.",OFFENSE,PROFANITY
2604,@hallooooo_welt Es sind die leichenhemdtragenden Totengräberinnen der deutschen Sozialdemokratie.,OFFENSE,ABUSE
2605,"@Futureworldxxl @m_aus_s @frazionetoskana @Anke52936620 @assassina36 @NordischbyNatur @outofvalhalla @MadameSchwarzi Muhahahaha. |LBR| So schnell folgt man einem Transenaccount, digitale Enddarmversilberung inklusive. <U+0001F602>",OFFENSE,ABUSE
2606,@willplaat @frazionetoskana Bist auch bald soweit. <U+0001F60E><U+0001F60E><U+0001F60E>,OTHER,OTHER
2607,@Martin514337541 @AndreasStraub Es soll auf jeden Fall die Tragik der Sozen wiedergeben. <U+0001F602>,OTHER,OTHER
2608,@Invictu53409591 Der war jetzt aber sehr platt...,OTHER,OTHER
2609,"@Hessenschwabe @afgveteran Ein Ave Maria und fünfmal \""""Refugees welcome\""gesagt, bin ich jetzt rehabilitiert?",OTHER,OTHER
2610,@charlie00935 Der Gedanke drängt sich auf. |LBR| Aber Högl winkt noch gar nicht.,OTHER,OTHER
2611,@PasemuckelNord Die Muppet-Show im Bundestag. |LBR| Sie waren alle ohne ihre Betreuer da.,OFFENSE,ABUSE
2612,@Baum79308079 Ja. |LBR| Alle. |LBR| Die Geisterbahn heißt SPD.,OFFENSE,ABUSE
2613,@afgveteran Richtige Rasseweiber! |LBR| Oder war das jetzt sexistisch? <U+0001F914>,OFFENSE,ABUSE
2614,@Yuma_lein Aber gaaanz knapp vor dem Führer... <U+0001F923><U+0001F923><U+0001F923>,OTHER,OTHER
2615,@ph_phanuel @SteinbachErika @SawsanChebli Gottseidank ist dem nicht so...,OTHER,OTHER
2616,"@Dimmo52 @Fern_Schreiber Diese Entwicklung innerhalb der SPD ist doch nicht das Ergebnis seit der letzten BTW. |LBR| Vielmehr hätte bei entsprechender Konsequenz des Herrn Abgeordneten der Austritt logischerweise bei Neuauflage der #GroKo erfolgen müssen. |LBR| Von daher, die Ratten verlassen das sinkende Schiff.",OTHER,OTHER
2617,@APatzwahl @FavoritaRata Irrsinn in wenigen Worten erklärt.,OTHER,OTHER
2618,"@CABeachpirate @Ralf_Stegner Sicher, dass er einfach nicht weiß, wie das geht? <U+0001F914> |LBR| <U+0001F602> <U+0001F602> <U+0001F602>",OTHER,OTHER
2619,"@Dada_le_Grand Die Prüfung ist gar nicht soo schwer. Wenn du die Probeprüfung oft genug machst, erkennst du dahinter ein gewisses Schema. |LBR| Tipp: Fischbilder pauken. Das sind nur Zeichnungen und zack wird aus einer Nase eine Rußnase. <U+0001F644>",OTHER,OTHER
2620,Floyden. |LBR| Wenn die Musik die Gedanken wie Phosphor vernichtend niederbrennt und die dann freien Emotionen apokalyptisch explodieren lässt. |LBR| #wortschöpfung,OTHER,OTHER
2621,@Dada_le_Grand Das wäre leicht. Aber zur Prüfung muss man dann doch aus dem Haus. |LBR| Meine Ende 2017 Hansastrasse. <U+0001F636>,OTHER,OTHER
2622,"@Dada_le_Grand Für die Prüfung muss man sich doch bei dem Portal eine ID beschaffen, unter der der Kursanbieter die geleisteten Stunden angeben muss, für die Prüfung <U+0001F914>",OTHER,OTHER
2623,"Es ist mir völlig egal, wenn ihr immer wieder schreibt \""""Es ist mir völlig egal, wenn ihr schreibt...\"""". |LBR| Denn das zeigt nur, was ihr von eueren Followern haltet, die euch erst zu dem gemacht haben, worauf ihr so stolz seid. |LBR| Denkt mal drüber nach.",OTHER,OTHER
2624,"@SZ_Muenchen @GottesGetweete Diese lächerliche Urteilsbegründung wird die junge Frau nicht sonderlich begeistern. |LBR| Wenn sie es denn überhaupt registrieren sollte, wird sie eher noch weiter durchdrehen. |LBR| Denn wir wissen, befindet sie sich seit dem Vorfall in der Geschlossenen und wird fixiert.",OTHER,OTHER
2625,"Und manchmal will ich gar nicht hören, was ich so denke.",OTHER,OTHER
2626,Und manchmal ist Nichtschreiben viel schwerer als Schreiben.,OTHER,OTHER
2627,"@43ermilch Zweimal das Gleiche wie du. Die Angst, das Falsche gemacht zu haben. Zweimal grenzenloser Stress. |LBR| Wenn es dir nach der Eingewöhnungsphase gut geht, war alles richtig.",OTHER,OTHER
2628,@luba_cibre Finde noch einen und wir spielen Skat.,OTHER,OTHER
2629,Nur noch ein Glas Wein. |LBR| Dann schlafen. |LBR| Nur noch ein Tweet. |LBR| Dann schlafen. |LBR| Nur noch ein Reply. |LBR| Dann schlafen. |LBR| Nur noch dieses Lied. |LBR| Dann schlafen. |LBR| Nur noch ein Gedanke. |LBR| Dann richtig wach. |LBR| Fuck.,OFFENSE,PROFANITY
2630,"\""""Auf einem Bein kann man nicht stehen.\""|LBR| *Fällt auf die Fresse",OFFENSE,PROFANITY
2631,"Liebe Leute, |LBR| wenn es euch wurmt, dass ein großer Account für ein Furzgeräusch 1200Favs bekommt, dann gebt dem Account keine Schuld. |LBR| Es liegt an 1200 Brains, die bedingungslos jeden Tweet ihres Lieblings faven, egal wie sinnlos, nur um dessen Aufmerksamkeit zu buhlen. |LBR| That's it.",OTHER,OTHER
2632,@DuracellSheep Soviel im Kopf dazu. Es will nicht raus.,OTHER,OTHER
2633,"Ich weiß noch ganz genau, wann ich die Kontrolle über mein Leben verloren haben. |LBR| 23.10.2018, 23:05Uhr |LBR| Twitteranmeldung",OTHER,OTHER
2634,"Twitter ist ein Gateway um Worte zu schreiben, die nicht gesprochen werden können.",OTHER,OTHER
2635,Und dann schreibst du dir die Seele aus dem Leib. |LBR| Und dann reagieren die Empfänger nicht. |LBR| Und dann weißt du: |LBR| Sie lesen dich gar nicht mehr.,OTHER,OTHER
2636,"Die Wahrheit wird wertlos gemacht, wenn sie nicht passt.",OTHER,OTHER
2637,"@Sunny_Sera Ich würde sagen, jeder sucht sich 2-3 Staddtteile aus. Dann ziehen wir los und zünden jede Bäckerei an.",OFFENSE,ABUSE
2638,Twitter ist ein Arschloch. |LBR| Das Nazipack darf ungestraft seine übelste Hetze verbreiten. |LBR| Tritt man ihnen entgegen: 12 Stunden Sperre und Shadowban. |LBR| Twitter ist ein Arschloch. |LBR| #nazisraus #noafd #FCKAFD #FckNZS,OFFENSE,ABUSE
2639,"Du pissblöde Nazispacke, komm raus aus deiner Ecke, wenn du Eier in der Hose hast! Ach nee, statt dessen wedelst du vertrocknete Meldemuschi lieber mir deiner verkümmerten Palme. |LBR| Und ich sag's euch braunen Drecksratten gerne nach jedem Bann wieder: |LBR| Sucht euch ne Brücke! <U+0001F595><U+0001F621><U+0001F595>",OFFENSE,ABUSE
2640,Weil du immer ein Arschloch warst. |LBR| Vater. |LBR| P.S. |LBR| Meine Gedanken. |LBR| Mein Zorn. |LBR| Mein Thread. |LBR| Mein Schweigen bei Replies. |LBR| Meine nicht vorhandene Toleranzgrenze bei Replies. |LBR| Danke für's Lesen. |LBR| Und die Geduld.,OTHER,OTHER
2641,"Endgegner gefunden. |LBR| Verloren. Endlich. |LBR| Game over. |LBR| Wartezeit bis zum Tilt. |LBR| Gefühle? |LBR| Keine. |LBR| Gar keine. |LBR| Es ist eine Tatsache. |LBR| Mehr nicht. |LBR| Wut ja. |LBR| Enttäuschung ja |LBR| Keine Trauer. |LBR| Maßlose, unbändige, brennende Wut. |LBR| Aber keine Trauer. Keine Ängste. Keine Verzweiflung. Keine Panik. |LBR| 6/7",OTHER,OTHER
2642,Vor einer Woche die 1652zigste Einlieferung. |LBR| Befund: Krebs. Darm. Und Blase. Notwendige Operation: künstlerischer Darmausgang. |LBR| Prognose: |LBR| 6 Monate. |LBR| Eher 3. |LBR| Höchstens. |LBR| Ostern 2019 wird er wahrscheinlich nicht mehr erleben. |LBR| Familie geschockt. |LBR| Verzweifelt. |LBR| Traurig. |LBR| Panik. |LBR| 5/7,OTHER,OTHER
2643,"Zuerst im Monatsrhythmus. Dann dann Wochenrhythmus. |LBR| Zuerst Panik. Jedesmal. Dann, nach einer Weile, nimmt ihn keiner mehr ernst. |LBR| Familie, Ärzte, Krankenschwestern, Pflegedienst. Alle wissen, er simuliert. |LBR| Wieder. |LBR| Und wieder. |LBR| Und immer wieder. |LBR| Diagnose: kein Befund |LBR| 4/7",OTHER,OTHER
2644,"Als Bankdirektor der alten Schule kroch man ihm in den Hintern. Sekretärin, Untergebene, Familie, alles minderwertige Untergeordnete. |LBR| Rente. Keine Freunde. Keine Aufgabe. Kein Mittelpunkt. Leere |LBR| Einziges Hobby: Hypochonder. |LBR| Regelmäßige Einlieferung ins KH. |LBR| 3/7",OFFENSE,INSULT
2645,"Ein Egomane. Nutzt jede Gelegenheit, um im Mittelpunkt zu stehen. Wendet dazu rücksichtslos jedes noch so perfide Mittel an. |LBR| Den eigentlich schönsten Tag im Leben von Sohn 1 ruiniert er erfolgreich absichtlich, brutal, um wieder Gesprächsthema Nr 1 zu sein. |LBR| 2/7",OFFENSE,INSULT
2646,"Thread |LBR| Ein Mann tyrannisiert die Familie. Seine Frau und die beiden Söhne. |LBR| Jähzornig. |LBR| Unbeherrscht. |LBR| Schlägt die Söhne mit allem, was er in die Hand bekommt. Hausschuh. Kochlöffel. Kleiderbügel. |LBR| Psychoterror mit Worten. Rücksichtslos. |LBR| Gnadenlos. |LBR| Gedankenlos. |LBR| Empathielos. |LBR| 1/7",OFFENSE,INSULT
2647,@MaGeLaNe72 @trollpunk69 Wir könnten mit den Dingern ja Quartett spielen.,OTHER,OTHER
2648,Ich würde sehr gerne sehr viel öfter schreiben: |LBR| Danke für's retweeten.,OTHER,OTHER
2649,@guycalleddad Schweinskram hat er gemacht <U+261D><U+FE0F>,OFFENSE,INSULT
2650,"Harte Liebe für die strunzdoofe Kollegin, die eben vor mir an der Tiefgaragenschranke stand und nach ihrer Zufahrtskarte wühlte. |LBR| Die Schranke wurde am Wochenende von einem Lieferwagen abgerissen.",OFFENSE,INSULT
2651,@Endergirl29 @der_Ziegenfuss 13 ich hasse Arbeit |LBR| 14 ich hasse Menschen |LBR| 15 ich hasse alles,OTHER,OTHER
2652,"Wenn man den ganzen Guten-Morgen-Kackscheiss mutet, kann ein Tag doch mit viel weniger Aggression beginnen.",OFFENSE,PROFANITY
2653,"Die Nutten für @trollpunk69 s Geburtstag bitte jetzt zum Auftritt! Die Nutten bitte! |LBR| Alles Gute, junger Mann, wünsche dir heute viele Espressi und einen schönen Kackhaufen.",OFFENSE,ABUSE
2654,Tweets in der Nacht sind oft ungehörte Hilfeschreie. |LBR| Für heute habe ich genug gehört.,OTHER,OTHER
2655,acht ein Tweet um diese Uhrzeit eigentlich noch Sinn? |LBR| Interessiert sich hier noch irgendwer für etwas anderes als seine Nonmentions?,OTHER,OTHER
2656,@74wonnie Same. 5.45 Uhr weckert es. 7 Uhr einstempeln. Spätestens. |LBR| Nur noch ein Tweet.,OTHER,OTHER
2657,@Fieswurz Dann ist die Ampel grün. |LBR| Arme Socke <U+0001F926><U+200D><U+2642><U+FE0F>,OTHER,OTHER
2658,"@pozelt @BR24 Des is koa Lebakassemme ned. Moch dei Aung auf, des is a Lebakaskrapfn! |LBR| Ja, spinn i denn? BLASPHEMIE! <U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621><U+0001F621>",OTHER,OTHER
2659,"@luba_cibre Was ist kaputt, wenn so einem immer noch Plattform bietet und sogar feiert.",OTHER,OTHER
2660,"@gedankensprudel Komm wieder auf den Teppich, wir treffen uns bald in der Regionalliga <U+261D><U+FE0F>",OTHER,OTHER
2661,anchmal möchte man dem Menschen hinter dem Tweet einfach nur still in den Arm nehmen. |LBR| Manchmal möchte man dem Menschen hinter dem Tweet einfach nur etwas Nettes sagen. |LBR| Dann fehlt der Mut aus Furcht vor Verletzung beider Seiten. |LBR| Dann frißt man es wieder in sich hinein.,OTHER,OTHER
2662,"@DuracellSheep Um das Gefühl zu haben, noch am Leben zu sein?",OTHER,OTHER
2663,#alsich16war fiel Bundeskanzler Brandt auf die Knie; meldete Apollo 13ein Problem nach Houston; wurden die Nachrichten in ARD und ZDF farbig gesendet; trennten sich die Beatles; starb Jimi Hendrix; gegründet wurden Queen und Kraftwerk.,OTHER,OTHER
2664,"Es wäre wieder dringend an der Zeit für einen krawalligen Fackelzug durch die Gemeinde, begleitet von Sensen, Mistgabeln und Dreschflegel.",OFFENSE,ABUSE
2665,"@_bottomdog_ @43ermilch Jo Servus, Griasde und Hallo",OTHER,OTHER
2666,"@_herrlehmann Nää, auf DEN Trick falle ich nicht noch ein viertes Mal rein <U+0001F9D0>",OTHER,OTHER
2667,"Dieser Tweet ist nun mindestens 15 mal überschrieben und neu geschrieben worden. |LBR| Eigentlich eine Anmerkung, ein Gedanke zu einem anderen, genialen Tweet. |LBR| Der Bauch sagt: hau raus,das passt schon. |LBR| Der Kopf sagt: halt's Maul, peinlicher alter Esel, ist schon ums Eck. |LBR| Punktsieg Kopf",OFFENSE,PROFANITY
2668,@Tapetenlama Dazu wäre ich auch geistig nicht in der Lage zu folgen <U+0001F636>,OTHER,OTHER
2669,"@Ronalfinnho @CaseySunFFM Muahaha |LBR| Sorry, geht gleich wieder, mein Sohn",OTHER,OTHER
2670,@der_ypsilon @Trini24612175 Landeplatz für den Pleitegeier. <U+261D><U+FE0F>,OTHER,OTHER
2671,@ToteSeele82 Kann man. Werde mal googeln.,OTHER,OTHER
2672,@Ronalfinnho @CaseySunFFM Ihr zwei seid wirklich ein reizendes altes Ehepaar. Ich bin verzückt. <U+0001F497>,OTHER,OTHER
2673,@43ermilch Wollte nicht als Klugscheissender da stehen <U+0001F937><U+200D><U+2642><U+FE0F>,OFFENSE,PROFANITY
2674,@Tapetenlama Man sollte ein Buch darüber schreiben <U+0001F601>,OTHER,OTHER
2675,"@derLehnsherr Ich weiß, mein Sohn, ich weiß.",OTHER,OTHER
2676,&lt;---- geht gleich mit einem alten Golfschläger eine Etage höher. |LBR| Näheres morgen auf allen Titelseiten. |LBR| Vergesst mich nicht und besucht mich ab und zu mal.,OTHER,OTHER
2677,"@DuracellSheep Skandal! |LBR| Wollte nur anmerken, dass ich lieber kein Feedback gebe, bevor es versehentlich und unabsichtlich falsch verstanden wird. |LBR| Oder so ähnlich.",OTHER,OTHER
2678,@DuracellSheep Wohin ist meine Antwort verschwunden?,OTHER,OTHER
2679,"@DuracellSheep Großartig geschrieben, Chapeau. |LBR| Als Mann muss man bei dem peinlichen Verhalten vieler Artgenossen fragen, wie wir uns in Zukunft vermehren wollen. |LBR| Diese dümmlichen und pubertären Sprüche, versehen mit drölfzig Herzen und Küssen unter jedem weiblichen Account mit hübschem Ava <U+0001F644>",OTHER,OTHER
2680,@74wonnie Wie lange dauert denn der Heilungsprozess noch? Das zieht sich seit Wochen. |LBR| Du musst dir ganz schön eingeschenkt haben.<U+0001F611>,OTHER,OTHER
2681,"@svenweisz Nix darf man mehr, ey <U+0001F644>",OTHER,OTHER
2682,"@DuracellSheep Essen was schmeckt im vollen Bewusstsein, wie es endet.",OTHER,OTHER
2683,@DuracellSheep Das ist also auch abhängig von der Tagesform und/oder anderen Zutaten?,OTHER,OTHER
2684,@DuracellSheep Welcher Bestandteil vom Salat richtet das an?,OTHER,OTHER
2685,@ToteSeele82 Die wird sich freuen über einen Wasserwechsel,OTHER,OTHER
2686,"@ToteSeele82 Kann ich sowieso nicht mehr, macht die Frau alles alleine.",OTHER,OTHER
2687,"@Opa_Homie Sorry, der wollte raus <U+0001F604>",OTHER,OTHER
2688,@hierlustigen @YouTube Eines der besten Stücke überhaupt. In jeder der X Versionen. |LBR| Persönlich finde ich die Pompeji am Stärksten.,OTHER,OTHER
2689,@Opa_Homie Du hast also dein Tempolimit erreicht <U+0001F923>,OTHER,OTHER
2690,"@_herrlehmann @Hoellenaufsicht So alt wie du aussiehst, wirst du doch gar nicht. <U+0001F644> |LBR| Und nun paß lieber auf, sonst geht dein Bewerbungstweet bei IHR gleich in Block. <U+261D><U+FE0F>",OTHER,OTHER
2691,"Die Fanta von gestern, die mich unbesiegbar macht, wirkt heute nach. Das schreit nach etwas Großem. |LBR| Heute abend kommt normales Leitungswasser ins Bügeleisen <U+261D><U+FE0F>",OTHER,OTHER
2692,"@_herrlehmann @Hoellenaufsicht Huldige ihm gefälligst, ist ja für dich wie ein Spiegel<U+0001F602><U+0001F602>",OTHER,OTHER
2693,"@_herrlehmann @Hoellenaufsicht Jungchen, bist du auch devot genug?",OTHER,OTHER
2694,"@Opa_Homie Ich ergänze die Frage um: Wieso macht man kein RT, wenn es so super ist?",OTHER,OTHER
2695,Ich verstehe heute eure Witze gar nicht. |LBR| Oder macht ihr gar keine und meint das alles wirklich ernst?,OTHER,OTHER
2696,"@Lord_Sixtus Gut vorstellbar, dass S.S. für viele ein rotes Tuch ist.",OTHER,OTHER
2697,@dannkamBibi Wann gibt es denn wo was zu futtern? Wir müssen ja alle zeitig los.,OTHER,OTHER
2698,"@Lord_Sixtus Du winkst gerne mit roten Tüchern, hm?",OTHER,OTHER
2699,@MmeJoie Dein Umfeld verwundert doch etwa. <U+0001F914>,OTHER,OTHER
2700,"@Akira_86 Wie schauem die Zahlen für \""""Kaffee\""und \""""Fresse\"""" aus?",OFFENSE,PROFANITY
2701,"@needfull_ Ah, hat dich dieselbe hohldrehende Pissbirne auch gemeldet.",OFFENSE,INSULT
2702,@katrinhilger Wann haben Sie Ihren gesunden Menschenverstand verloren?,OFFENSE,INSULT
2703,@Fieswurz @jdkinf @Kellerfreak_N_E @Ed_vom_Knopf Don't touch the Schaffner <U+261D><U+FE0F>,OTHER,OTHER
2704,Der/die eine oder andere ist doch heute mit dem Kopf zuerst auf dem Boden aufgekommen,OFFENSE,INSULT
2705,Das Tempolimit ist mir sowas von scheissegal. |LBR| Wir kaufen immer schon Zewa Soft.,OFFENSE,PROFANITY
2706,Damals. |LBR| Als ich euch noch nicht kannte. |LBR| Das war schön.,OTHER,OTHER
2707,"Es wird doch wohl 10 Pfeifen geben, die der @dcxxx187 die 6000 voll machen. |LBR| Dann jammert sie wieder. |LBR| Das wird schön",OFFENSE,INSULT
2708,"ir folgen Gott und der Teufel. |LBR| Und ich habe jetzt das Bild vor Augen, dass bei jedem Tweet ein jeder auf einer Schulter hockt und dazwischen plärrt. |LBR| Ein interessanter Gedanke. |LBR| Eine interessante Gemeinschaft. |LBR| Freut euch und brennt. |LBR| @GottesGetweete und @der_Ziegenfuss",OTHER,OTHER
2709,@KasperSpuk Das ist der Sinn an Twitter. Du hast ihn eben verstanden.,OTHER,OTHER
2710,@Fieswurz Du musst dich vor Ärzten nackig machen. |LBR| Also ja. Dir zuliebe.,OTHER,OTHER
2711,@KasperSpuk Dachte ich zuerst auch. |LBR| Aber irgendwann: zum Glück nicht,OTHER,OTHER
2712,"Ach, hätte ich nur... |LBR| Ach, wäre ich nur... |LBR| Heul nicht rum, du hast und warst nun mal nicht. Dreh dich um 180 Grad und trabe endlich los. |LBR| Verlierer.",OTHER,OTHER
2713,@Fieswurz Nimm genügend Proviant mit. |LBR| Und ein Handtuch. Für den Fall der Fälle.,OTHER,OTHER
2714,Die Hoffnung nicht aufgeben. |LBR| Als Lebenseinstellung.,OTHER,OTHER
2715,"@Meinereiner76 Ich dachte zuerst, da würden noch Nullen fehlen. |LBR| Die berechnen Wasser ja wie Gold. |LBR| Entschuldige bitte die Frage",OTHER,OTHER
2716,@Meinereiner76 Wie hoch ist der Betrag?,OTHER,OTHER
2717,"@Lieselotte2604 Macht nichts, eine neue findet sich hier ziemlich schnell <U+0001F609>",OTHER,OTHER
2718,"@Lieselotte2604 Ich dachte, man gibt besser die Schuld allen anderen als sich selbst. |LBR| Ist aber auch nur verdrängen",OTHER,OTHER
2719,@Lieselotte2604 Es gibt nur eine einzige plausible und zulässige Antwort: |LBR| TWITTER,OTHER,OTHER
2720,@Charles_491 Ob das eine Rolle spielt?,OTHER,OTHER
2721,@ToteSeele82 Bei einigen zugemüllten TL tiefen Kotau machen.,OTHER,OTHER
2722,"@Bea76190653 @Tapetenlama Das ist so krank, ey. Da geh ich lieber als Streichholz <U+0001F926><U+200D><U+2642><U+FE0F>",OTHER,OTHER
